I,ID,STATUS,AREA,ZONE,PL,QL,IP,IQ,YP,YQ,OWNER,SCALE
5293,1 ,1,36,79,18.72,-7.425,0.0,0.0,0.0,0.0,1,1
5324,1 ,1,31,46,0.24,0.078,0.0,0.0,0.0,0.0,1,1
5330,1 ,1,31,50,23.16,15.172,0.0,0.0,0.0,0.0,1,1
5347,1 ,1,29,38,51.083,7.331999999999999,0.0,0.0,0.0,0.0,1,1
5357,1 ,1,11,14,5.066,0.682,0.0,0.0,0.0,0.0,1,1
5376,1 ,1,16,31,5.913,2.864,0.0,0.0,0.0,0.0,1,1
5387,1 ,1,36,79,9.021,5.1530000000000005,0.0,0.0,0.0,0.0,1,1
5401,1 ,1,31,46,3.186,1.467,0.0,0.0,0.0,0.0,1,1
5419,1 ,1,19,32,0.853,0.0,0.0,0.0,0.0,0.0,1,1
5447,1 ,1,27,33,2.3,1.4,0.0,0.0,0.0,0.0,1,1
5461,1 ,1,31,52,3.605,0.0,0.0,0.0,0.0,0.0,1,1
5464,1 ,1,35,42,12.0,6.425,0.0,0.0,0.0,0.0,1,1
5488,1 ,1,32,40,26.2,2.7,0.0,0.0,0.0,0.0,1,1
5499,1 ,1,36,63,3.144,0.867,0.0,0.0,0.0,0.0,1,1
5529,1 ,1,16,31,1.84,0.001,0.0,0.0,0.0,0.0,1,1
5558,1 ,1,13,12,57.132999999999996,5.0,0.0,0.0,0.0,0.0,1,1
5568,1 ,1,18,21,0.9,1.4,0.0,0.0,0.0,0.0,1,1
5582,1 ,1,16,31,0.001,0.001,0.0,0.0,0.0,0.0,1,1
5585,1 ,1,32,40,12.5,1.0,0.0,0.0,0.0,0.0,1,1
5590,1 ,1,35,42,10.0,1.425,0.0,0.0,0.0,0.0,1,1
5601,1 ,1,36,79,4.009,-0.08,0.0,0.0,0.0,0.0,1,1
5602,1 ,1,39,62,3.21,1.06,0.0,0.0,0.0,0.0,1,1
5606,1 ,1,18,21,2.7,2.7,0.0,0.0,0.0,0.0,1,1
5629,1 ,1,40,68,1.0,0.3,0.0,0.0,0.0,0.0,1,1
5649,1 ,1,31,56,20.79,0.81,0.0,0.0,0.0,0.0,1,1
5674,1 ,1,31,46,2.184,0.408,0.0,0.0,0.0,0.0,1,1
5704,1 ,1,33,41,7.55,1.72,0.0,0.0,0.0,0.0,1,1
5716,1 ,1,16,31,0.276,0.001,0.0,0.0,0.0,0.0,1,1
5734,1 ,1,39,62,4.74,1.14,0.0,0.0,0.0,0.0,1,1
5762,1 ,1,35,42,20.0,2.85,0.0,0.0,0.0,0.0,1,1
5798,1 ,1,18,21,2.4,0.6,0.0,0.0,0.0,0.0,1,1
5871,1 ,1,16,31,0.666,0.219,0.0,0.0,0.0,0.0,1,1
5929,1 ,1,18,21,12.100000000000001,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1,1
5937,1 ,1,18,21,1.9,-3.8000000000000003,0.0,0.0,0.0,0.0,1,1
5962,1 ,1,32,40,17.25,1.7,0.0,0.0,0.0,0.0,1,1
5966,1 ,1,40,68,1.0,0.2,0.0,0.0,0.0,0.0,1,1
5979,1 ,1,31,46,3.38,0.995,0.0,0.0,0.0,0.0,1,1
5992,1 ,1,13,17,18.82,5.64,0.0,0.0,0.0,0.0,1,1
5993,1 ,1,39,62,10.2,2.624,0.0,0.0,0.0,0.0,1,1
5996,1 ,1,42,70,1.967,1.259,0.0,0.0,0.0,0.0,1,1
6052,1 ,1,31,58,4.493,1.477,0.0,0.0,0.0,0.0,1,1
6069,1 ,1,41,69,14.477,7.0,0.0,0.0,0.0,0.0,1,1
6070,1 ,1,39,62,10.81,3.579,0.0,0.0,0.0,0.0,1,1
6092,1 ,1,16,31,0.001,0.001,0.0,0.0,0.0,0.0,1,1
6104,1 ,1,39,62,0.1,0.0,0.0,0.0,0.0,0.0,1,1
6118,1 ,1,11,14,9.795,0.197,0.0,0.0,0.0,0.0,1,1
6128,1 ,1,16,31,46.12,9.365,0.0,0.0,0.0,0.0,1,1
6144,1 ,1,31,46,2.448,-1.46,0.0,0.0,0.0,0.0,1,1
6146,1 ,1,31,46,2.098,0.69,0.0,0.0,0.0,0.0,1,1
6156,1 ,1,11,14,0.415,0.042,0.0,0.0,0.0,0.0,1,1
6184,1 ,1,18,21,0.7,0.3,0.0,0.0,0.0,0.0,1,1
6194,1 ,1,31,46,3.5749999999999997,7.72,0.0,0.0,0.0,0.0,1,1
6196,1 ,1,35,42,10.0,1.425,0.0,0.0,0.0,0.0,1,1
6233,1 ,1,13,12,28.226,-0.366,0.0,0.0,0.0,0.0,1,1
6252,1 ,1,31,56,29.19,1.58,0.0,0.0,0.0,0.0,1,1
6294,1 ,1,19,32,13.8,6.9,0.0,0.0,0.0,0.0,1,1
6304,1 ,1,29,38,149.94699999999997,42.667,0.0,0.0,0.0,0.0,1,1
6354,1 ,1,31,55,0.684,0.225,0.0,0.0,0.0,0.0,1,1
6391,1 ,1,11,14,1.02,0.148,0.0,0.0,0.0,0.0,1,1
6420,1 ,1,31,46,1.502,0.085,0.0,0.0,0.0,0.0,1,1
6439,1 ,1,31,46,3.739,1.229,0.0,0.0,0.0,0.0,1,1
6456,1 ,1,49,88,51.0,7.6,0.0,0.0,0.0,0.0,1,1
6474,1 ,1,31,46,6.738,2.146,0.0,0.0,0.0,0.0,1,1
6513,1 ,1,39,62,17.0,1.0,0.0,0.0,0.0,0.0,1,1
6516,1 ,1,11,14,1.517,0.115,0.0,0.0,0.0,0.0,1,1
6536,1 ,1,39,62,14.715,5.958,0.0,0.0,0.0,0.0,1,1
6537,1 ,1,16,31,2.538,0.921,0.0,0.0,0.0,0.0,1,1
6599,1 ,1,40,67,5.7,2.6,0.0,0.0,0.0,0.0,1,1
6619,1 ,1,13,17,11.2,3.7,0.0,0.0,0.0,0.0,1,1
6622,1 ,1,13,17,24.3,9.6,0.0,0.0,0.0,0.0,1,1
6623,1 ,1,16,31,8.864,4.293,0.0,0.0,0.0,0.0,1,1
6674,1 ,1,19,32,6.282,-2.12,0.0,0.0,0.0,0.0,1,1
6685,1 ,1,49,88,71.0,5.0,0.0,0.0,0.0,0.0,1,1
6711,1 ,1,19,32,9.716,-2.816,0.0,0.0,0.0,0.0,1,1
6715,1 ,1,31,46,0.1,0.1,0.0,0.0,0.0,0.0,1,1
6731,1 ,1,39,62,1.8,0.3,0.0,0.0,0.0,0.0,1,1
6736,1 ,1,32,40,20.867,-1.2,0.0,0.0,0.0,0.0,1,1
6757,1 ,1,19,32,0.66,0.65,0.0,0.0,0.0,0.0,1,1
6759,1 ,1,31,46,55.535,6.371,0.0,0.0,0.0,0.0,1,1
6766,1 ,1,32,40,19.22,-2.757,0.0,0.0,0.0,0.0,1,1
6777,1 ,1,18,21,10.100000000000001,-2.4000000000000004,0.0,0.0,0.0,0.0,1,1
6784,1 ,1,15,20,9.498,1.3279999999999998,0.0,0.0,0.0,0.0,1,1
6792,1 ,1,33,41,71.0,25.772,0.0,0.0,0.0,0.0,1,1
6794,1 ,1,33,41,23.04,4.0,0.0,0.0,0.0,0.0,1,1
6840,1 ,1,16,31,32.176,6.055,0.0,0.0,0.0,0.0,1,1
6844,1 ,1,31,46,0.1,0.1,0.0,0.0,0.0,0.0,1,1
6859,1 ,1,13,12,24.0,8.0,0.0,0.0,0.0,0.0,1,1
6864,1 ,1,15,20,20.282,1.115,0.0,0.0,0.0,0.0,1,1
6878,1 ,1,42,70,12.299,-1.093,0.0,0.0,0.0,0.0,1,1
6960,1 ,1,27,33,3.6,1.9,0.0,0.0,0.0,0.0,1,1
6969,1 ,1,31,50,4.393000000000001,1.169,0.0,0.0,0.0,0.0,1,1
6981,1 ,1,39,62,1.34,0.44,0.0,0.0,0.0,0.0,1,1
6984,1 ,1,18,21,9.5,-2.2,0.0,0.0,0.0,0.0,1,1
6993,1 ,1,31,46,7.847,2.384,0.0,0.0,0.0,0.0,1,1
6998,1 ,1,36,63,1.136,0.56,0.0,0.0,0.0,0.0,1,1
7002,1 ,1,19,32,7.377,-1.318,0.0,0.0,0.0,0.0,1,1
7013,1 ,1,32,40,16.05,0.0,0.0,0.0,0.0,0.0,1,1
7029,1 ,1,18,21,5.8,0.7,0.0,0.0,0.0,0.0,1,1
7036,1 ,1,18,21,-0.09999999999999964,-2.8,0.0,0.0,0.0,0.0,1,1
7040,1 ,1,41,69,5.51,1.0,0.0,0.0,0.0,0.0,1,1
7053,1 ,1,32,40,15.925,-0.8,0.0,0.0,0.0,0.0,1,1
7073,1 ,1,45,75,2.7,0.0,0.0,0.0,0.0,0.0,1,1
7088,1 ,1,31,46,0.1,0.1,0.0,0.0,0.0,0.0,1,1
7130,1 ,1,19,32,4.738,-0.812,0.0,0.0,0.0,0.0,1,1
7136,1 ,1,18,21,18.2,-2.1,0.0,0.0,0.0,0.0,1,1
7154,1 ,1,23,25,14.0,3.0,0.0,0.0,0.0,0.0,1,1
7173,1 ,1,39,62,31.0,14.0,0.0,0.0,0.0,0.0,1,1
7209,1 ,1,12,15,8.2,0.5,0.0,0.0,0.0,0.0,1,1
7215,1 ,1,31,56,15.74,-0.49,0.0,0.0,0.0,0.0,1,1
7218,1 ,1,18,21,24.8,-1.1,0.0,0.0,0.0,0.0,1,1
7224,1 ,1,11,14,0.269,0.011,0.0,0.0,0.0,0.0,1,1
7243,1 ,1,16,31,0.01,0.001,0.0,0.0,0.0,0.0,1,1
7290,1 ,1,18,21,20.9,-3.9,0.0,0.0,0.0,0.0,1,1
7293,1 ,1,16,31,0.01,0.001,0.0,0.0,0.0,0.0,1,1
7317,1 ,1,39,62,2.8,0.9,0.0,0.0,0.0,0.0,1,1
7321,1 ,1,36,63,3.0,1.0,0.0,0.0,0.0,0.0,1,1
7390,1 ,1,31,50,17.03,4.414,0.0,0.0,0.0,0.0,1,1
7405,1 ,1,31,46,3.196,-0.83,0.0,0.0,0.0,0.0,1,1
7449,1 ,1,33,41,4.078,1.836,0.0,0.0,0.0,0.0,1,1
7462,1 ,1,19,32,8.636,-2.584,0.0,0.0,0.0,0.0,1,1
7494,1 ,1,13,17,2.1,0.6,0.0,0.0,0.0,0.0,1,1
7495,1 ,1,11,14,0.075,0.0,0.0,0.0,0.0,0.0,1,1
7510,1 ,1,35,42,10.0,1.425,0.0,0.0,0.0,0.0,1,1
7538,1 ,1,32,40,14.818,0.95,0.0,0.0,0.0,0.0,1,1
7558,1 ,1,43,72,35.4,3.4,0.0,0.0,0.0,0.0,1,1
7568,1 ,1,27,33,14.0,1.5,0.0,0.0,0.0,0.0,1,1
7589,1 ,1,16,31,27.497,0.001,0.0,0.0,0.0,0.0,1,1
7602,1 ,1,42,70,0.243,0.072,0.0,0.0,0.0,0.0,1,1
7615,1 ,1,32,40,17.922,0.577,0.0,0.0,0.0,0.0,1,1
7619,1 ,1,31,56,16.97,0.83,0.0,0.0,0.0,0.0,1,1
7635,1 ,1,42,70,5.234999999999999,0.444,0.0,0.0,0.0,0.0,1,1
7646,1 ,1,35,42,40.0,5.7,0.0,0.0,0.0,0.0,1,1
7671,1 ,1,49,88,0.4,0.0,0.0,0.0,0.0,0.0,1,1
7676,1 ,1,36,63,21.366,-1.676,0.0,0.0,0.0,0.0,1,1
7684,1 ,1,31,46,42.549,12.501,0.0,0.0,0.0,0.0,1,1
7688,1 ,1,43,71,22.0,2.0,0.0,0.0,0.0,0.0,1,1
7703,1 ,1,39,62,2.0,1.0,0.0,0.0,0.0,0.0,1,1
7729,1 ,1,13,12,73.418,6.688,0.0,0.0,0.0,0.0,1,1
7735,1 ,1,32,40,20.25,-2.775,0.0,0.0,0.0,0.0,1,1
7744,1 ,1,35,42,40.0,5.7,0.0,0.0,0.0,0.0,1,1
7799,1 ,1,15,20,8.845,0.273,0.0,0.0,0.0,0.0,1,1
7818,1 ,1,13,17,26.62,0.97,0.0,0.0,0.0,0.0,1,1
7834,1 ,1,31,46,1.0,0.284,0.0,0.0,0.0,0.0,1,1
7844,1 ,1,16,31,1.078,0.154,0.0,0.0,0.0,0.0,1,1
7848,1 ,1,40,68,12.06,1.0,0.0,0.0,0.0,0.0,1,1
7867,1 ,1,49,88,55.0,2.0,0.0,0.0,0.0,0.0,1,1
7875,1 ,1,18,21,8.1,-2.9,0.0,0.0,0.0,0.0,1,1
7908,1 ,1,33,41,19.64,3.99,0.0,0.0,0.0,0.0,1,1
7948,1 ,1,31,46,2.099,0.695,0.0,0.0,0.0,0.0,1,1
7960,1 ,1,12,15,14.6,-0.5,0.0,0.0,0.0,0.0,1,1
7982,1 ,1,35,42,20.0,2.85,0.0,0.0,0.0,0.0,1,1
8014,1 ,1,40,68,1.7,0.3,0.0,0.0,0.0,0.0,1,1
8051,1 ,1,11,14,15.033,1.893,0.0,0.0,0.0,0.0,1,1
8053,1 ,1,39,62,1.17,0.6,0.0,0.0,0.0,0.0,1,1
8061,1 ,1,18,21,3.3000000000000003,-2.8000000000000003,0.0,0.0,0.0,0.0,1,1
8096,1 ,1,36,63,7.439,0.665,0.0,0.0,0.0,0.0,1,1
8104,1 ,1,16,31,0.001,0.001,0.0,0.0,0.0,0.0,1,1
8205,1 ,1,29,38,110.118,23.167,0.0,0.0,0.0,0.0,1,1
8226,1 ,1,40,68,4.167,1.227,0.0,0.0,0.0,0.0,1,1
8254,1 ,1,18,21,3.0,1.3,0.0,0.0,0.0,0.0,1,1
8308,1 ,1,35,42,10.0,1.425,0.0,0.0,0.0,0.0,1,1
8325,1 ,1,36,79,6.719,0.957,0.0,0.0,0.0,0.0,1,1
8331,1 ,1,31,46,1.598,0.124,0.0,0.0,0.0,0.0,1,1
8385,1 ,1,42,70,8.409,-1.16,0.0,0.0,0.0,0.0,1,1
8390,1 ,1,31,46,0.431,0.14,0.0,0.0,0.0,0.0,1,1
8405,1 ,1,39,62,9.0,1.0,0.0,0.0,0.0,0.0,1,1
8426,1 ,1,33,41,6.23,2.84,0.0,0.0,0.0,0.0,1,1
8437,1 ,1,32,40,21.942,-3.011,0.0,0.0,0.0,0.0,1,1
8439,1 ,1,15,20,17.961,-0.5459999999999999,0.0,0.0,0.0,0.0,1,1
8440,1 ,1,16,31,10.0,0.001,0.0,0.0,0.0,0.0,1,1
8441,1 ,1,41,69,30.0,5.0,0.0,0.0,0.0,0.0,1,1
8444,1 ,1,19,32,10.0,2.0,0.0,0.0,0.0,0.0,1,1
8492,1 ,1,13,16,1.0,-1.0,0.0,0.0,0.0,0.0,1,1
8516,1 ,1,31,46,0.1,0.1,0.0,0.0,0.0,0.0,1,1
8522,1 ,1,16,31,0.001,0.001,0.0,0.0,0.0,0.0,1,1
8534,1 ,1,18,21,4.4,2.1,0.0,0.0,0.0,0.0,1,1
8580,1 ,1,32,40,13.5,0.6,0.0,0.0,0.0,0.0,1,1
8601,1 ,1,31,46,4.803,1.08,0.0,0.0,0.0,0.0,1,1
8602,1 ,1,35,42,10.0,1.425,0.0,0.0,0.0,0.0,1,1
8612,1 ,1,49,88,46.0,-4.0,0.0,0.0,0.0,0.0,1,1
8615,1 ,1,11,14,8.18,0.165,0.0,0.0,0.0,0.0,1,1
8618,1 ,1,31,46,2.443,0.7,0.0,0.0,0.0,0.0,1,1
8658,1 ,1,16,31,65.496,9.457,0.0,0.0,0.0,0.0,1,1
8667,1 ,1,35,42,40.0,5.7,0.0,0.0,0.0,0.0,1,1
8721,1 ,1,33,41,22.13,5.45,0.0,0.0,0.0,0.0,1,1
8724,1 ,1,16,31,14.793,0.001,0.0,0.0,0.0,0.0,1,1
8755,1 ,1,43,71,6.0,-3.5,0.0,0.0,0.0,0.0,1,1
8778,1 ,1,11,14,0.354,0.014,0.0,0.0,0.0,0.0,1,1
8807,1 ,1,42,70,10.515,-2.55,0.0,0.0,0.0,0.0,1,1
8824,1 ,1,27,33,2.8,2.5,0.0,0.0,0.0,0.0,1,1
8885,1 ,1,29,38,0.2,0.018,0.0,0.0,0.0,0.0,1,1
8910,1 ,1,11,14,3.0,0.06,0.0,0.0,0.0,0.0,1,1
8926,1 ,1,13,12,20.41,-0.192,0.0,0.0,0.0,0.0,1,1
8929,1 ,1,31,46,0.754,0.248,0.0,0.0,0.0,0.0,1,1
8940,1 ,1,16,31,2.011,0.001,0.0,0.0,0.0,0.0,1,1
8975,1 ,1,40,68,11.0,1.5,0.0,0.0,0.0,0.0,1,1
8985,1 ,1,19,32,5.083,-2.022,0.0,0.0,0.0,0.0,1,1
8996,1 ,1,31,46,4.86,0.738,0.0,0.0,0.0,0.0,1,1
9009,1 ,1,40,68,6.89,1.0,0.0,0.0,0.0,0.0,1,1
9033,1 ,1,16,31,20.0,5.0,0.0,0.0,0.0,0.0,1,1
9046,1 ,1,16,31,2.296,0.755,0.0,0.0,0.0,0.0,1,1
9060,1 ,1,40,67,2.0,0.3,0.0,0.0,0.0,0.0,1,1
9081,1 ,1,31,46,6.169,1.75,0.0,0.0,0.0,0.0,1,1
9085,1 ,1,35,42,10.0,1.425,0.0,0.0,0.0,0.0,1,1
9086,1 ,1,36,63,13.945,-0.385,0.0,0.0,0.0,0.0,1,1
9101,1 ,1,35,42,20.0,2.85,0.0,0.0,0.0,0.0,1,1
9102,1 ,1,49,88,1.2,0.0,0.0,0.0,0.0,0.0,1,1
9113,1 ,1,18,21,8.9,3.3,0.0,0.0,0.0,0.0,1,1
9173,1 ,1,35,42,10.0,1.425,0.0,0.0,0.0,0.0,1,1
9184,1 ,1,16,31,233.669,73.56,0.0,0.0,0.0,0.0,1,1
9223,1 ,1,33,41,17.56,3.57,0.0,0.0,0.0,0.0,1,1
9227,1 ,1,39,62,11.5,4.0,0.0,0.0,0.0,0.0,1,1
9283,1 ,1,31,46,9.072,2.982,0.0,0.0,0.0,0.0,1,1
9285,1 ,1,19,32,0.6,1.4,0.0,0.0,0.0,0.0,1,1
9306,1 ,1,18,21,1.6,-0.2,0.0,0.0,0.0,0.0,1,1
9316,1 ,1,18,21,10.9,3.1999999999999997,0.0,0.0,0.0,0.0,1,1
9320,1 ,1,13,17,37.817,7.791,0.0,0.0,0.0,0.0,1,1
9321,1 ,1,18,21,2.2,-2.0,0.0,0.0,0.0,0.0,1,1
9401,1 ,1,43,71,4.0,1.0,0.0,0.0,0.0,0.0,1,1
9403,1 ,1,31,48,12.38,2.184,0.0,0.0,0.0,0.0,1,1
9432,1 ,1,40,68,19.33,1.52,0.0,0.0,0.0,0.0,1,1
9473,1 ,1,19,32,6.027,-1.255,0.0,0.0,0.0,0.0,1,1
9477,1 ,1,32,40,18.892,1.142,0.0,0.0,0.0,0.0,1,1
9508,1 ,1,39,62,2.7,1.8,0.0,0.0,0.0,0.0,1,1
9530,1 ,1,32,40,2.891,-0.3,0.0,0.0,0.0,0.0,1,1
9535,1 ,1,31,46,0.1,0.1,0.0,0.0,0.0,0.0,1,1
9580,1 ,1,1,2,41.544,13.655,0.0,0.0,0.0,0.0,1,1
9581,1 ,1,27,33,12.2,5.4,0.0,0.0,0.0,0.0,1,1
9626,1 ,1,11,14,0.46499999999999997,0.018000000000000002,0.0,0.0,0.0,0.0,1,1
9632,1 ,1,40,68,2.0,1.0,0.0,0.0,0.0,0.0,1,1
9665,1 ,1,11,14,0.048,0.027,0.0,0.0,0.0,0.0,1,1
9691,1 ,1,39,62,5.0,3.0,0.0,0.0,0.0,0.0,1,1
9730,1 ,1,32,40,1.7,3.376,0.0,0.0,0.0,0.0,1,1
9751,1 ,1,35,42,20.0,2.85,0.0,0.0,0.0,0.0,1,1
9786,1 ,1,19,32,7.796,-2.092,0.0,0.0,0.0,0.0,1,1
9836,1 ,1,19,32,3.7,0.83,0.0,0.0,0.0,0.0,1,1
9850,1 ,1,18,21,9.499999999999998,1.8,0.0,0.0,0.0,0.0,1,1
9855,1 ,1,14,19,5.3,-3.0999999999999996,0.0,0.0,0.0,0.0,1,1
9861,1 ,1,19,32,9.809,-1.825,0.0,0.0,0.0,0.0,1,1
9868,1 ,1,31,49,3.729,1.121,0.0,0.0,0.0,0.0,1,1
10030,1 ,1,36,79,4.534000000000001,-1.5859999999999999,0.0,0.0,0.0,0.0,1,1
10066,1 ,1,19,32,6.642,-2.099,0.0,0.0,0.0,0.0,1,1
10097,1 ,1,18,21,10.0,10.0,0.0,0.0,0.0,0.0,1,1
10132,1 ,1,18,21,2.7,-1.3,0.0,0.0,0.0,0.0,1,1
10155,1 ,1,14,19,6.2,2.3,0.0,0.0,0.0,0.0,1,1
10167,1 ,1,31,46,2.678,0.623,0.0,0.0,0.0,0.0,1,1
10220,1 ,1,35,42,20.0,2.85,0.0,0.0,0.0,0.0,1,1
10246,1 ,1,11,14,0.689,0.028,0.0,0.0,0.0,0.0,1,1
10247,1 ,1,40,67,40.0,10.0,0.0,0.0,0.0,0.0,1,1
10265,1 ,1,39,62,0.1,0.0,0.0,0.0,0.0,0.0,1,1
10282,1 ,1,19,32,6.447,-1.424,0.0,0.0,0.0,0.0,1,1
10294,1 ,1,33,41,1.88,-0.33,0.0,0.0,0.0,0.0,1,1
10298,1 ,1,27,33,34.099999999999994,5.115,0.0,0.0,0.0,0.0,1,1
10302,1 ,1,36,79,5.159,0.10400000000000009,0.0,0.0,0.0,0.0,1,1
10305,1 ,1,19,32,5.0,17.0,0.0,0.0,0.0,0.0,1,1
10309,1 ,1,45,75,0.05,0.0,0.0,0.0,0.0,0.0,1,1
10310,1 ,1,42,70,10.581999999999999,-3.9450000000000003,0.0,0.0,0.0,0.0,1,1
10351,1 ,1,18,21,4.3,-1.2,0.0,0.0,0.0,0.0,1,1
10383,1 ,1,49,88,73.0,6.1,0.0,0.0,0.0,0.0,1,1
10385,1 ,1,14,19,6.7,0.10000000000000009,0.0,0.0,0.0,0.0,1,1
10431,1 ,1,33,41,8.21,1.67,0.0,0.0,0.0,0.0,1,1
10461,1 ,1,32,40,30.447000000000003,-2.8979999999999997,0.0,0.0,0.0,0.0,1,1
10466,1 ,1,15,20,6.63,-1.218,0.0,0.0,0.0,0.0,1,1
10472,1 ,1,11,14,0.576,0.084,0.0,0.0,0.0,0.0,1,1
10478,1 ,1,41,69,2.697,0.0,0.0,0.0,0.0,0.0,1,1
10480,1 ,1,31,46,2.447,0.804,0.0,0.0,0.0,0.0,1,1
10493,1 ,1,18,21,0.7,-0.8999999999999999,0.0,0.0,0.0,0.0,1,1
10546,1 ,1,40,68,4.367,0.393,0.0,0.0,0.0,0.0,1,1
10553,1 ,1,31,46,0.448,0.147,0.0,0.0,0.0,0.0,1,1
10563,1 ,1,33,41,23.872,-1.526,0.0,0.0,0.0,0.0,1,1
10592,1 ,1,33,41,19.54,4.98,0.0,0.0,0.0,0.0,1,1
10635,1 ,1,33,41,9.7,0.8,0.0,0.0,0.0,0.0,1,1
10677,1 ,1,35,42,12.1,4.0,0.0,0.0,0.0,0.0,1,1
10679,1 ,1,19,32,4.768,-1.519,0.0,0.0,0.0,0.0,1,1
10687,1 ,1,16,31,8.873,0.001,0.0,0.0,0.0,0.0,1,1
10694,1 ,1,36,79,1.0,0.2,0.0,0.0,0.0,0.0,1,1
10724,1 ,1,35,42,10.0,1.425,0.0,0.0,0.0,0.0,1,1
10790,1 ,1,11,14,1.933,0.078,0.0,0.0,0.0,0.0,1,1
10811,1 ,1,40,68,7.507,1.4,0.0,0.0,0.0,0.0,1,1
10824,1 ,1,14,19,18.0,0.10000000000000003,0.0,0.0,0.0,0.0,1,1
10825,1 ,1,18,21,-0.30000000000000004,4.4,0.0,0.0,0.0,0.0,1,1
10830,1 ,1,36,79,5.221,0.591,0.0,0.0,0.0,0.0,1,1
10840,1 ,1,18,21,-4.9,-1.0,0.0,0.0,0.0,0.0,1,1
10847,1 ,1,11,14,8.13,0.36,0.0,0.0,0.0,0.0,1,1
10848,1 ,1,33,41,17.84,5.27,0.0,0.0,0.0,0.0,1,1
10872,1 ,1,31,46,38.848,15.708,0.0,0.0,0.0,0.0,1,1
10873,1 ,1,18,21,2.5999999999999996,-1.7,0.0,0.0,0.0,0.0,1,1
10878,1 ,1,18,21,1.5,0.2,0.0,0.0,0.0,0.0,1,1
10890,1 ,1,11,14,1.947,0.499,0.0,0.0,0.0,0.0,1,1
10896,1 ,1,15,20,1.761,0.579,0.0,0.0,0.0,0.0,1,1
10929,1 ,1,35,42,20.0,2.85,0.0,0.0,0.0,0.0,1,1
10944,1 ,1,11,14,2.602,0.105,0.0,0.0,0.0,0.0,1,1
10957,1 ,1,18,21,3.7,-4.5,0.0,0.0,0.0,0.0,1,1
11059,1 ,1,19,32,7.736,-1.593,0.0,0.0,0.0,0.0,1,1
11065,1 ,1,35,42,30.0,4.275,0.0,0.0,0.0,0.0,1,1
11073,1 ,1,33,41,42.99,13.100999999999999,0.0,0.0,0.0,0.0,1,1
11081,1 ,1,32,40,1.0,0.0,0.0,0.0,0.0,0.0,1,1
11129,1 ,1,31,50,6.263,-5.384,0.0,0.0,0.0,0.0,1,1
11133,1 ,1,31,46,1.748,0.575,0.0,0.0,0.0,0.0,1,1
11149,1 ,1,32,40,15.897,-2.474,0.0,0.0,0.0,0.0,1,1
11154,1 ,1,16,31,21.896,10.465,0.0,0.0,0.0,0.0,1,1
11155,1 ,1,18,21,3.3,-1.2,0.0,0.0,0.0,0.0,1,1
11201,1 ,1,39,62,0.62,0.2,0.0,0.0,0.0,0.0,1,1
11237,1 ,1,49,88,0.144,0.0,0.0,0.0,0.0,0.0,1,1
11296,1 ,1,16,31,72.249,11.496,0.0,0.0,0.0,0.0,1,1
11325,1 ,1,31,46,0.1,0.1,0.0,0.0,0.0,0.0,1,1
11351,1 ,1,32,40,15.133,-0.3,0.0,0.0,0.0,0.0,1,1
11365,1 ,1,11,14,0.127,0.01,0.0,0.0,0.0,0.0,1,1
11435,1 ,1,31,46,2.568,0.723,0.0,0.0,0.0,0.0,1,1
11459,1 ,1,35,42,40.0,5.7,0.0,0.0,0.0,0.0,1,1
11482,1 ,1,11,14,15.221,0.721,0.0,0.0,0.0,0.0,1,1
11486,1 ,1,15,20,1.447,0.294,0.0,0.0,0.0,0.0,1,1
11562,1 ,1,31,46,6.162,1.28,0.0,0.0,0.0,0.0,1,1
11565,1 ,1,18,21,1.6,-0.5,0.0,0.0,0.0,0.0,1,1
11585,1 ,1,31,46,0.768,0.241,0.0,0.0,0.0,0.0,1,1
11589,1 ,1,40,67,7.5,1.5,0.0,0.0,0.0,0.0,1,1
11606,1 ,1,32,40,17.083,-1.442,0.0,0.0,0.0,0.0,1,1
11628,1 ,1,31,56,15.24,0.22,0.0,0.0,0.0,0.0,1,1
11637,1 ,1,31,46,0.066,0.078,0.0,0.0,0.0,0.0,1,1
11643,1 ,1,33,41,6.99,0.31,0.0,0.0,0.0,0.0,1,1
11657,1 ,1,39,62,7.8,3.397,0.0,0.0,0.0,0.0,1,1
11662,1 ,1,13,12,69.90299999999999,3.569,0.0,0.0,0.0,0.0,1,1
11717,1 ,1,31,46,0.1,0.1,0.0,0.0,0.0,0.0,1,1
11740,1 ,1,16,31,1.078,0.154,0.0,0.0,0.0,0.0,1,1
11762,1 ,1,19,32,15.5,6.0,0.0,0.0,0.0,0.0,1,1
11802,1 ,1,40,68,1.248,0.3,0.0,0.0,0.0,0.0,1,1
11817,1 ,1,32,40,15.673,-0.317,0.0,0.0,0.0,0.0,1,1
11833,1 ,1,35,42,10.0,1.425,0.0,0.0,0.0,0.0,1,1
11860,1 ,1,41,69,0.0,10.0,0.0,0.0,0.0,0.0,1,1
11881,1 ,1,19,32,4.798,-0.967,0.0,0.0,0.0,0.0,1,1
11905,1 ,1,40,67,4.6,1.9,0.0,0.0,0.0,0.0,1,1
11915,1 ,1,49,88,0.1,0.0,0.0,0.0,0.0,0.0,1,1
11927,1 ,1,9,10,18.0,3.655,0.0,0.0,0.0,0.0,1,1
11947,1 ,1,36,63,9.895,-6.19,0.0,0.0,0.0,0.0,1,1
