I,ID,STATUS,AREA,ZONE,PL,QL,IP,IQ,YP,YQ,OWNER,SCALE
33865,1 ,1,18,21,6.6000000000000005,2.8,0.0,0.0,0.0,0.0,1,1
33876,1 ,1,18,21,3.5,-2.1,0.0,0.0,0.0,0.0,1,1
33899,1 ,1,31,56,26.94,-1.57,0.0,0.0,0.0,0.0,1,1
33903,1 ,1,45,87,20.89,4.245,0.0,0.0,0.0,0.0,1,1
33914,1 ,1,45,87,11.008,2.234,0.0,0.0,0.0,0.0,1,1
33916,1 ,1,45,87,22.944,4.658,0.0,0.0,0.0,0.0,1,1
33931,1 ,1,45,87,15.18,2.164,0.0,0.0,0.0,0.0,1,1
33944,1 ,1,45,87,41.926,8.516,0.0,0.0,0.0,0.0,1,1
33952,1 ,1,45,87,11.391,1.891,0.0,0.0,0.0,0.0,1,1
33966,1 ,1,45,87,3.45,0.865,0.0,0.0,0.0,0.0,1,1
33968,1 ,1,45,87,7.28,1.824,0.0,0.0,0.0,0.0,1,1
33970,1 ,1,45,87,3.6,0.902,0.0,0.0,0.0,0.0,1,1
33988,1 ,1,19,32,1.279,0.5,0.0,0.0,0.0,0.0,1,1
34000,1 ,1,45,87,13.062,2.656,0.0,0.0,0.0,0.0,1,1
34014,1 ,1,45,87,14.264,3.248,0.0,0.0,0.0,0.0,1,1
34017,1 ,1,45,87,3.265,0.748,0.0,0.0,0.0,0.0,1,1
34020,1 ,1,45,87,16.413,3.738,0.0,0.0,0.0,0.0,1,1
34075,1 ,1,11,14,1.133,0.14,0.0,0.0,0.0,0.0,1,1
34093,1 ,1,18,21,2.1,0.30000000000000004,0.0,0.0,0.0,0.0,1,1
34094,1 ,1,31,58,2.811,0.924,0.0,0.0,0.0,0.0,1,1
34100,1 ,1,45,87,9.366,1.903,0.0,0.0,0.0,0.0,1,1
34102,1 ,1,45,87,10.3,2.582,0.0,0.0,0.0,0.0,1,1
34104,1 ,1,45,87,53.204,10.809,0.0,0.0,0.0,0.0,1,1
34116,1 ,1,45,87,26.5,3.776,0.0,0.0,0.0,0.0,1,1
34120,1 ,1,45,87,6.72,1.684,0.0,0.0,0.0,0.0,1,1
34122,1 ,1,45,87,18.564,3.763,0.0,0.0,0.0,0.0,1,1
34126,1 ,1,45,87,20.14,4.09,0.0,0.0,0.0,0.0,1,1
34132,1 ,1,45,87,4.5,1.128,0.0,0.0,0.0,0.0,1,1
34134,1 ,1,45,87,16.368,3.32,0.0,0.0,0.0,0.0,1,1
34137,1 ,1,45,87,33.994,6.905,0.0,0.0,0.0,0.0,1,1
34139,1 ,1,45,87,25.318,5.143,0.0,0.0,0.0,0.0,1,1
34140,1 ,1,45,87,13.217,2.682,0.0,0.0,0.0,0.0,1,1
34144,1 ,1,45,87,22.919,4.656,0.0,0.0,0.0,0.0,1,1
34145,1 ,1,45,87,27.089,5.497,0.0,0.0,0.0,0.0,1,1
34146,1 ,1,18,21,-0.3999999999999999,-7.0,0.0,0.0,0.0,0.0,1,1
34147,1 ,1,45,87,18.528,3.762,0.0,0.0,0.0,0.0,1,1
34150,1 ,1,45,87,13.456,2.726,0.0,0.0,0.0,0.0,1,1
34151,1 ,1,45,87,10.405,1.483,0.0,0.0,0.0,0.0,1,1
34152,1 ,1,45,87,36.81,9.063,0.0,0.0,0.0,0.0,1,1
34154,1 ,1,45,87,23.22,4.718,0.0,0.0,0.0,0.0,1,1
34160,1 ,1,45,87,10.269,2.089,0.0,0.0,0.0,0.0,1,1
34163,1 ,1,45,87,3.3,0.783,0.0,0.0,0.0,0.0,1,1
34164,1 ,1,45,87,1.6,0.401,0.0,0.0,0.0,0.0,1,1
34165,1 ,1,45,87,3.4,0.807,0.0,0.0,0.0,0.0,1,1
34166,1 ,1,45,87,3.93,0.985,0.0,0.0,0.0,0.0,1,1
34168,1 ,1,45,87,8.897,1.806,0.0,0.0,0.0,0.0,1,1
34170,1 ,1,45,87,1.6,0.38,0.0,0.0,0.0,0.0,1,1
34171,1 ,1,45,87,6.672,0.951,0.0,0.0,0.0,0.0,1,1
34172,1 ,1,45,87,3.2,0.759,0.0,0.0,0.0,0.0,1,1
34182,1 ,1,45,87,2.98,0.707,0.0,0.0,0.0,0.0,1,1
34192,1 ,1,45,87,9.1,2.28,0.0,0.0,0.0,0.0,1,1
34200,1 ,1,45,87,5.459,0.778,0.0,0.0,0.0,0.0,1,1
34204,1 ,1,45,87,14.484,3.3,0.0,0.0,0.0,0.0,1,1
34206,1 ,1,45,87,43.855999999999995,8.897,0.0,0.0,0.0,0.0,1,1
34208,1 ,1,45,87,1.32,0.331,0.0,0.0,0.0,0.0,1,1
34210,1 ,1,45,87,14.0,2.0,0.0,0.0,0.0,0.0,1,1
34217,1 ,1,45,87,7.693,1.567,0.0,0.0,0.0,0.0,1,1
34221,1 ,1,45,87,7.967,1.62,0.0,0.0,0.0,0.0,1,1
34224,1 ,1,45,87,3.6,0.902,0.0,0.0,0.0,0.0,1,1
34237,1 ,1,45,87,8.2,2.055,0.0,0.0,0.0,0.0,1,1
34238,1 ,1,45,87,10.57,2.142,0.0,0.0,0.0,0.0,1,1
34240,1 ,1,45,87,13.990000000000002,4.691,0.0,0.0,0.0,0.0,1,1
34242,1 ,1,45,87,4.727,0.965,0.0,0.0,0.0,0.0,1,1
34246,1 ,1,45,87,1.5,0.376,0.0,0.0,0.0,0.0,1,1
34248,1 ,1,45,87,2.098,0.425,0.0,0.0,0.0,0.0,1,1
34250,1 ,1,45,87,2.7,0.0,0.0,0.0,0.0,0.0,1,1
34251,1 ,1,13,18,20.0,-5.0,0.0,0.0,0.0,0.0,1,1
34252,1 ,1,45,87,39.900000000000006,5.6850000000000005,0.0,0.0,0.0,0.0,1,1
34259,1 ,1,45,87,5.542,1.124,0.0,0.0,0.0,0.0,1,1
34260,1 ,1,45,87,2.585,0.522,0.0,0.0,0.0,0.0,1,1
34262,1 ,1,45,87,13.4,1.909,0.0,0.0,0.0,0.0,1,1
34264,1 ,1,45,87,14.899999999999999,2.9000000000000004,0.0,0.0,0.0,0.0,1,1
34265,1 ,1,31,46,5.0,1.0,0.0,0.0,0.0,0.0,1,1
34266,1 ,1,45,87,9.118,1.85,0.0,0.0,0.0,0.0,1,1
34267,1 ,1,45,87,6.2,1.554,0.0,0.0,0.0,0.0,1,1
34272,1 ,1,45,87,7.401,1.505,0.0,0.0,0.0,0.0,1,1
34278,1 ,1,45,87,18.0,4.102,0.0,0.0,0.0,0.0,1,1
34295,1 ,1,19,32,5.128,-1.814,0.0,0.0,0.0,0.0,1,1
34303,1 ,1,35,42,10.0,1.425,0.0,0.0,0.0,0.0,1,1
34317,1 ,1,11,14,0.014,0.001,0.0,0.0,0.0,0.0,1,1
34322,1 ,1,45,87,7.126,1.443,0.0,0.0,0.0,0.0,1,1
34324,1 ,1,45,87,7.0,3.873,0.0,0.0,0.0,0.0,1,1
34327,1 ,1,45,87,7.0,3.873,0.0,0.0,0.0,0.0,1,1
34328,1 ,1,45,87,0.997,0.25,0.0,0.0,0.0,0.0,1,1
34329,1 ,1,45,87,0.997,0.25,0.0,0.0,0.0,0.0,1,1
34340,1 ,1,49,88,0.1,0.0,0.0,0.0,0.0,0.0,1,1
34343,1 ,1,45,87,2.382,0.485,0.0,0.0,0.0,0.0,1,1
34348,1 ,1,45,87,22.3,4.528,0.0,0.0,0.0,0.0,1,1
34349,1 ,1,45,87,14.6,1.1,0.0,0.0,0.0,0.0,1,1
34350,1 ,1,45,87,3.8,0.952,0.0,0.0,0.0,0.0,1,1
34354,1 ,1,45,87,9.3,1.325,0.0,0.0,0.0,0.0,1,1
34355,1 ,1,45,87,12.542,2.547,0.0,0.0,0.0,0.0,1,1
34361,1 ,1,45,87,25.0,4.38,0.0,0.0,0.0,0.0,1,1
34362,1 ,1,45,87,87.996,17.872999999999998,0.0,0.0,0.0,0.0,1,1
34366,1 ,1,45,87,31.695999999999998,6.4399999999999995,0.0,0.0,0.0,0.0,1,1
34368,1 ,1,45,87,15.4,3.859,0.0,0.0,0.0,0.0,1,1
34370,1 ,1,45,87,44.726,9.077,0.0,0.0,0.0,0.0,1,1
34371,1 ,1,45,87,2.6,0.652,0.0,0.0,0.0,0.0,1,1
34372,1 ,1,45,87,73.628,15.027000000000001,0.0,0.0,0.0,0.0,1,1
34374,1 ,1,45,87,7.701,1.561,0.0,0.0,0.0,0.0,1,1
34377,1 ,1,45,87,4.9,1.228,0.0,0.0,0.0,0.0,1,1
34380,1 ,1,45,87,22.654,4.605,0.0,0.0,0.0,0.0,1,1
34382,1 ,1,45,87,41.153,8.354,0.0,0.0,0.0,0.0,1,1
34384,1 ,1,45,87,5.0,1.253,0.0,0.0,0.0,0.0,1,1
34388,1 ,1,45,87,13.85,2.814,0.0,0.0,0.0,0.0,1,1
34390,1 ,1,45,87,3.9,0.977,0.0,0.0,0.0,0.0,1,1
34392,1 ,1,45,87,10.8,2.706,0.0,0.0,0.0,0.0,1,1
34402,1 ,1,45,87,59.837,12.157,0.0,0.0,0.0,0.0,1,1
34404,1 ,1,45,87,88.53999999999999,17.008,0.0,0.0,0.0,0.0,1,1
34408,1 ,1,45,87,95.574,4.702,0.0,0.0,0.0,0.0,1,1
34410,1 ,1,45,87,85.852,17.430999999999997,0.0,0.0,0.0,0.0,1,1
34413,1 ,1,45,87,51.7,7.4,0.0,0.0,0.0,0.0,1,1
34414,1 ,1,45,87,87.616,17.793,0.0,0.0,0.0,0.0,1,1
34416,1 ,1,45,87,127.35,26.224,0.0,0.0,0.0,0.0,1,1
34417,1 ,1,45,87,21.048,4.27,0.0,0.0,0.0,0.0,1,1
34421,1 ,1,45,87,9.377,1.905,0.0,0.0,0.0,0.0,1,1
34422,1 ,1,45,87,3.5,0.877,0.0,0.0,0.0,0.0,1,1
34424,1 ,1,45,87,3.9,0.977,0.0,0.0,0.0,0.0,1,1
34425,1 ,1,45,87,13.350000000000001,3.346,0.0,0.0,0.0,0.0,1,1
34426,1 ,1,45,87,3.401,0.778,0.0,0.0,0.0,0.0,1,1
34428,1 ,1,45,87,7.56,1.895,0.0,0.0,0.0,0.0,1,1
34432,1 ,1,45,87,2.15,0.53,0.0,0.0,0.0,0.0,1,1
34433,1 ,1,45,87,14.018,2.849,0.0,0.0,0.0,0.0,1,1
34434,1 ,1,19,32,1.0499999999999998,0.75,0.0,0.0,0.0,0.0,1,1
34449,1 ,1,45,87,41.303,8.389,0.0,0.0,0.0,0.0,1,1
34457,1 ,1,45,87,4.4,0.627,0.0,0.0,0.0,0.0,1,1
34464,1 ,1,45,87,18.367,3.732,0.0,0.0,0.0,0.0,1,1
34466,1 ,1,45,87,17.573,3.564,0.0,0.0,0.0,0.0,1,1
34468,1 ,1,45,87,16.329,3.317,0.0,0.0,0.0,0.0,1,1
34472,1 ,1,45,87,5.117,1.041,0.0,0.0,0.0,0.0,1,1
34478,1 ,1,45,87,7.904,1.606,0.0,0.0,0.0,0.0,1,1
34479,1 ,1,45,87,9.272,1.888,0.0,0.0,0.0,0.0,1,1
34480,1 ,1,45,87,10.815,2.197,0.0,0.0,0.0,0.0,1,1
34483,1 ,1,45,87,12.571,2.549,0.0,0.0,0.0,0.0,1,1
34484,1 ,1,45,87,9.245,1.879,0.0,0.0,0.0,0.0,1,1
34485,1 ,1,45,87,2.169,0.544,0.0,0.0,0.0,0.0,1,1
34490,1 ,1,45,87,17.943,3.643,0.0,0.0,0.0,0.0,1,1
34493,1 ,1,45,87,10.259,2.0909999999999997,0.0,0.0,0.0,0.0,1,1
34494,1 ,1,45,87,3.37,0.688,0.0,0.0,0.0,0.0,1,1
34495,1 ,1,45,87,2.223,0.45,0.0,0.0,0.0,0.0,1,1
34498,1 ,1,45,87,6.382,0.909,0.0,0.0,0.0,0.0,1,1
34500,1 ,1,45,87,8.231,1.667,0.0,0.0,0.0,0.0,1,1
34502,1 ,1,45,87,5.822,1.182,0.0,0.0,0.0,0.0,1,1
34503,1 ,1,45,87,5.734,1.164,0.0,0.0,0.0,0.0,1,1
34508,1 ,1,45,87,17.308,3.511,0.0,0.0,0.0,0.0,1,1
34512,1 ,1,45,87,16.302,2.323,0.0,0.0,0.0,0.0,1,1
34514,1 ,1,45,87,22.0,5.513,0.0,0.0,0.0,0.0,1,1
34515,1 ,1,31,56,9.89,0.35,0.0,0.0,0.0,0.0,1,1
34518,1 ,1,45,87,34.431,6.986000000000001,0.0,0.0,0.0,0.0,1,1
34520,1 ,1,45,87,14.4,3.609,0.0,0.0,0.0,0.0,1,1
34521,1 ,1,45,87,6.6,1.654,0.0,0.0,0.0,0.0,1,1
34536,1 ,1,45,87,12.7,1.8,0.0,0.0,0.0,0.0,1,1
34538,1 ,1,45,87,3.9,0.977,0.0,0.0,0.0,0.0,1,1
34542,1 ,1,45,87,21.833,4.436999999999999,0.0,0.0,0.0,0.0,1,1
34544,1 ,1,45,87,5.15,0.99,0.0,0.0,0.0,0.0,1,1
34545,1 ,1,45,87,5.15,0.99,0.0,0.0,0.0,0.0,1,1
34547,1 ,1,45,87,10.331,2.104,0.0,0.0,0.0,0.0,1,1
34548,1 ,1,45,87,4.402,0.891,0.0,0.0,0.0,0.0,1,1
34550,1 ,1,45,87,2.12,0.531,0.0,0.0,0.0,0.0,1,1
34558,1 ,1,45,87,11.4,0.8,0.0,0.0,0.0,0.0,1,1
34560,1 ,1,45,87,29.55,7.41,0.0,0.0,0.0,0.0,1,1
34566,1 ,1,45,87,10.0,2.506,0.0,0.0,0.0,0.0,1,1
34570,1 ,1,45,87,8.628,1.756,0.0,0.0,0.0,0.0,1,1
34572,1 ,1,45,87,1.86,0.466,0.0,0.0,0.0,0.0,1,1
34574,1 ,1,45,87,15.402000000000001,3.123,0.0,0.0,0.0,0.0,1,1
34578,1 ,1,45,87,4.4,1.003,0.0,0.0,0.0,0.0,1,1
34584,1 ,1,45,87,1.828,0.374,0.0,0.0,0.0,0.0,1,1
34610,1 ,1,45,87,1.178,0.0,0.0,0.0,0.0,0.0,1,1
34624,1 ,1,45,87,0.265,0.0,0.0,0.0,0.0,0.0,1,1
34648,1 ,1,45,87,1.0,0.251,0.0,0.0,0.0,0.0,1,1
34666,1 ,1,45,87,0.6,0.15,0.0,0.0,0.0,0.0,1,1
34690,1 ,1,16,31,35.653,9.476,0.0,0.0,0.0,0.0,1,1
34699,1 ,1,45,87,9.0,2.255,0.0,0.0,0.0,0.0,1,1
34701,1 ,1,45,87,7.038,1.002,0.0,0.0,0.0,0.0,1,1
34702,1 ,1,45,87,3.421,0.697,0.0,0.0,0.0,0.0,1,1
34703,1 ,1,45,87,12.3,3.082,0.0,0.0,0.0,0.0,1,1
34704,1 ,1,45,87,9.368,1.901,0.0,0.0,0.0,0.0,1,1
34705,1 ,1,45,87,3.4,0.852,0.0,0.0,0.0,0.0,1,1
34706,1 ,1,45,87,65.411,13.280999999999999,0.0,0.0,0.0,0.0,1,1
34708,1 ,1,45,87,4.757,0.969,0.0,0.0,0.0,0.0,1,1
34710,1 ,1,45,87,16.432,2.338,0.0,0.0,0.0,0.0,1,1
34712,1 ,1,45,87,11.599,2.357,0.0,0.0,0.0,0.0,1,1
34714,1 ,1,45,87,34.519,7.003,0.0,0.0,0.0,0.0,1,1
34718,1 ,1,45,87,48.2,6.1,0.0,0.0,0.0,0.0,1,1
34722,1 ,1,45,87,1.9,0.476,0.0,0.0,0.0,0.0,1,1
34729,1 ,1,45,87,5.8,1.175,0.0,0.0,0.0,0.0,1,1
34732,1 ,1,45,87,36.164,7.347999999999999,0.0,0.0,0.0,0.0,1,1
34734,1 ,1,45,87,4.0,1.002,0.0,0.0,0.0,0.0,1,1
34736,1 ,1,45,87,19.396,3.935,0.0,0.0,0.0,0.0,1,1
34738,1 ,1,45,87,8.2,2.055,0.0,0.0,0.0,0.0,1,1
34739,1 ,1,45,87,11.8,2.957,0.0,0.0,0.0,0.0,1,1
34744,1 ,1,45,87,0.3,0.075,0.0,0.0,0.0,0.0,1,1
34750,1 ,1,45,87,20.86,1.98,0.0,0.0,0.0,0.0,1,1
34752,1 ,1,45,87,53.578,11.754,0.0,0.0,0.0,0.0,1,1
34754,1 ,1,45,87,23.03,4.675,0.0,0.0,0.0,0.0,1,1
34758,1 ,1,45,87,33.974999999999994,6.406000000000001,0.0,0.0,0.0,0.0,1,1
34760,1 ,1,45,87,23.573999999999998,4.787,0.0,0.0,0.0,0.0,1,1
34762,1 ,1,45,87,38.4,7.797,0.0,0.0,0.0,0.0,1,1
34766,1 ,1,45,87,18.9,2.693,0.0,0.0,0.0,0.0,1,1
34769,1 ,1,45,87,8.0,2.005,0.0,0.0,0.0,0.0,1,1
34772,1 ,1,45,87,4.0,1.002,0.0,0.0,0.0,0.0,1,1
34773,1 ,1,45,87,14.462,2.93,0.0,0.0,0.0,0.0,1,1
34774,1 ,1,45,87,9.272,1.879,0.0,0.0,0.0,0.0,1,1
34776,1 ,1,45,87,16.039,3.252,0.0,0.0,0.0,0.0,1,1
34777,1 ,1,45,87,30.0,0.79,0.0,0.0,0.0,0.0,1,1
34780,1 ,1,45,87,0.4,0.1,0.0,0.0,0.0,0.0,1,1
34783,1 ,1,45,87,19.0,4.761,0.0,0.0,0.0,0.0,1,1
34784,1 ,1,45,87,3.1,0.0,0.0,0.0,0.0,0.0,1,1
34788,1 ,1,45,87,9.191,1.865,0.0,0.0,0.0,0.0,1,1
34790,1 ,1,45,87,3.1,0.777,0.0,0.0,0.0,0.0,1,1
34792,1 ,1,45,87,49.1,9.12,0.0,0.0,0.0,0.0,1,1
34794,1 ,1,45,87,11.438,2.32,0.0,0.0,0.0,0.0,1,1
34796,1 ,1,45,87,0.272,0.059,0.0,0.0,0.0,0.0,1,1
34800,1 ,1,45,87,3.3,0.827,0.0,0.0,0.0,0.0,1,1
34804,1 ,1,45,87,16.48,2.348,0.0,0.0,0.0,0.0,1,1
34806,1 ,1,45,87,25.5,6.39,0.0,0.0,0.0,0.0,1,1
34808,1 ,1,45,87,23.059,4.684,0.0,0.0,0.0,0.0,1,1
34809,1 ,1,45,87,26.553,6.655,0.0,0.0,0.0,0.0,1,1
34810,1 ,1,45,87,16.436999999999998,2.3419999999999996,0.0,0.0,0.0,0.0,1,1
34811,1 ,1,45,87,4.3,1.078,0.0,0.0,0.0,0.0,1,1
34812,1 ,1,45,87,3.0,0.752,0.0,0.0,0.0,0.0,1,1
34815,1 ,1,45,87,5.3,1.328,0.0,0.0,0.0,0.0,1,1
34816,1 ,1,45,87,150.0,37.59,0.0,0.0,0.0,0.0,1,1
34835,1 ,1,31,46,65.091,18.627,0.0,0.0,0.0,0.0,1,1
34849,1 ,1,45,87,5.557,1.131,0.0,0.0,0.0,0.0,1,1
34852,1 ,1,45,87,7.261,1.476,0.0,0.0,0.0,0.0,1,1
34854,1 ,1,45,87,3.9,0.556,0.0,0.0,0.0,0.0,1,1
34858,1 ,1,45,87,1.7,0.426,0.0,0.0,0.0,0.0,1,1
34859,1 ,1,45,87,17.0,4.26,0.0,0.0,0.0,0.0,1,1
34862,1 ,1,45,87,4.559,0.925,0.0,0.0,0.0,0.0,1,1
34864,1 ,1,45,87,1.07,0.268,0.0,0.0,0.0,0.0,1,1
34865,1 ,1,45,87,0.8,0.2,0.0,0.0,0.0,0.0,1,1
34866,1 ,1,45,87,1.4,0.351,0.0,0.0,0.0,0.0,1,1
34868,1 ,1,45,87,8.998000000000001,1.6929999999999998,0.0,0.0,0.0,0.0,1,1
34872,1 ,1,45,87,8.068,1.637,0.0,0.0,0.0,0.0,1,1
34874,1 ,1,45,87,8.142,1.652,0.0,0.0,0.0,0.0,1,1
34875,1 ,1,11,14,5.073,0.102,0.0,0.0,0.0,0.0,1,1
34876,1 ,1,45,87,20.6,2.94,0.0,0.0,0.0,0.0,1,1
34880,1 ,1,45,87,9.801,1.99,0.0,0.0,0.0,0.0,1,1
34888,1 ,1,45,87,3.766,0.764,0.0,0.0,0.0,0.0,1,1
34893,1 ,1,40,68,3.4,0.6,0.0,0.0,0.0,0.0,1,1
34900,1 ,1,45,87,2.3,0.576,0.0,0.0,0.0,0.0,1,1
34903,1 ,1,45,87,9.801,1.99,0.0,0.0,0.0,0.0,1,1
34904,1 ,1,45,87,24.7,3.52,0.0,0.0,0.0,0.0,1,1
34908,1 ,1,45,87,6.0,1.504,0.0,0.0,0.0,0.0,1,1
34910,1 ,1,45,87,6.431000000000001,1.307,0.0,0.0,0.0,0.0,1,1
34911,1 ,1,45,87,34.511,7.010999999999999,0.0,0.0,0.0,0.0,1,1
34915,1 ,1,45,87,10.0,2.506,0.0,0.0,0.0,0.0,1,1
34916,1 ,1,45,87,2.5,0.627,0.0,0.0,0.0,0.0,1,1
34919,1 ,1,45,87,1.7,0.0,0.0,0.0,0.0,0.0,1,1
34921,1 ,1,45,87,3.759,0.764,0.0,0.0,0.0,0.0,1,1
34928,1 ,1,45,87,2.0,0.501,0.0,0.0,0.0,0.0,1,1
34931,1 ,1,45,87,20.6,2.94,0.0,0.0,0.0,0.0,1,1
34937,1 ,1,45,87,1.8,0.4,0.0,0.0,0.0,0.0,1,1
34938,1 ,1,45,87,5.25,1.315,0.0,0.0,0.0,0.0,1,1
34939,1 ,1,45,87,0.16,0.04,0.0,0.0,0.0,0.0,1,1
34940,1 ,1,45,87,1.1,0.276,0.0,0.0,0.0,0.0,1,1
34941,1 ,1,45,87,2.9,0.727,0.0,0.0,0.0,0.0,1,1
34942,1 ,1,45,87,3.46,0.867,0.0,0.0,0.0,0.0,1,1
34944,1 ,1,45,87,2.8,0.702,0.0,0.0,0.0,0.0,1,1
34947,1 ,1,45,87,3.6,0.903,0.0,0.0,0.0,0.0,1,1
34948,1 ,1,45,87,1.1,0.276,0.0,0.0,0.0,0.0,1,1
34952,1 ,1,45,87,2.3,0.576,0.0,0.0,0.0,0.0,1,1
34956,1 ,1,45,87,2.24,0.561,0.0,0.0,0.0,0.0,1,1
34958,1 ,1,45,87,3.0,0.752,0.0,0.0,0.0,0.0,1,1
34962,1 ,1,45,87,0.266,0.176,0.0,0.0,0.0,0.0,1,1
34964,1 ,1,45,87,2.712,0.698,0.0,0.0,0.0,0.0,1,1
34966,1 ,1,45,87,4.423,0.63,0.0,0.0,0.0,0.0,1,1
34969,1 ,1,45,87,9.85,2.0,0.0,0.0,0.0,0.0,1,1
34970,1 ,1,13,17,12.55,3.77,0.0,0.0,0.0,0.0,1,1
34971,1 ,1,45,87,5.0,1.253,0.0,0.0,0.0,0.0,1,1
34972,1 ,1,45,87,11.9,2.982,0.0,0.0,0.0,0.0,1,1
34987,1 ,1,31,50,20.536,5.309,0.0,0.0,0.0,0.0,1,1
34989,1 ,1,13,12,73.332,-1.0550000000000002,0.0,0.0,0.0,0.0,1,1
34999,1 ,1,39,62,5.0,3.75,0.0,0.0,0.0,0.0,1,1
35009,1 ,1,45,87,22.2,3.163,0.0,0.0,0.0,0.0,1,1
35028,1 ,1,43,72,1.0,0.1,0.0,0.0,0.0,0.0,1,1
35048,1 ,1,45,87,2.5,0.627,0.0,0.0,0.0,0.0,1,1
35052,1 ,1,32,40,12.6,0.94,0.0,0.0,0.0,0.0,1,1
35054,1 ,1,31,56,17.04,1.22,0.0,0.0,0.0,0.0,1,1
35062,1 ,1,45,87,12.15,3.045,0.0,0.0,0.0,0.0,1,1
35063,1 ,1,19,32,6.087,-2.194,0.0,0.0,0.0,0.0,1,1
35070,1 ,1,45,87,6.0,1.504,0.0,0.0,0.0,0.0,1,1
35071,1 ,1,45,87,6.0,1.504,0.0,0.0,0.0,0.0,1,1
35072,1 ,1,45,87,6.0,1.504,0.0,0.0,0.0,0.0,1,1
35073,1 ,1,45,87,6.0,1.504,0.0,0.0,0.0,0.0,1,1
35074,1 ,1,45,87,6.0,1.504,0.0,0.0,0.0,0.0,1,1
35075,1 ,1,45,87,3.0,0.752,0.0,0.0,0.0,0.0,1,1
35076,1 ,1,45,87,6.7,1.679,0.0,0.0,0.0,0.0,1,1
35077,1 ,1,45,87,6.7,1.679,0.0,0.0,0.0,0.0,1,1
35101,1 ,1,45,87,87.254,16.34,0.0,0.0,0.0,0.0,1,1
35104,1 ,1,45,87,45.558,9.25,0.0,0.0,0.0,0.0,1,1
35106,1 ,1,45,87,110.107,22.363,0.0,0.0,0.0,0.0,1,1
35107,1 ,1,45,87,87.473,17.755000000000003,0.0,0.0,0.0,0.0,1,1
35110,1 ,1,45,87,74.669,15.165,0.0,0.0,0.0,0.0,1,1
35111,1 ,1,45,87,86.319,17.526,0.0,0.0,0.0,0.0,1,1
35120,1 ,1,45,87,46.0,6.555,0.0,0.0,0.0,0.0,1,1
35126,1 ,1,45,87,34.8,8.721,0.0,0.0,0.0,0.0,1,1
35144,1 ,1,31,50,9.753,0.378,0.0,0.0,0.0,0.0,1,1
35146,1 ,1,32,40,12.58,1.02,0.0,0.0,0.0,0.0,1,1
35156,1 ,1,19,32,7.631,-1.993,0.0,0.0,0.0,0.0,1,1
35181,1 ,1,31,46,1.152,0.379,0.0,0.0,0.0,0.0,1,1
35193,1 ,1,33,41,28.02,5.69,0.0,0.0,0.0,0.0,1,1
35194,1 ,1,16,31,1.078,0.154,0.0,0.0,0.0,0.0,1,1
35201,1 ,1,45,87,12.901,2.624,0.0,0.0,0.0,0.0,1,1
35203,1 ,1,45,87,20.773,4.212,0.0,0.0,0.0,0.0,1,1
35205,1 ,1,45,87,19.299,3.9139999999999997,0.0,0.0,0.0,0.0,1,1
35212,1 ,1,45,87,1.92,0.481,0.0,0.0,0.0,0.0,1,1
35213,1 ,1,45,87,1.16,0.203,0.0,0.0,0.0,0.0,1,1
35214,1 ,1,45,87,5.31,1.079,0.0,0.0,0.0,0.0,1,1
35219,1 ,1,45,87,57.459,11.672,0.0,0.0,0.0,0.0,1,1
35221,1 ,1,45,87,4.0,0.812,0.0,0.0,0.0,0.0,1,1
35222,1 ,1,45,87,5.95,1.491,0.0,0.0,0.0,0.0,1,1
35224,1 ,1,31,46,0.925,0.503,0.0,0.0,0.0,0.0,1,1
35230,1 ,1,19,32,4.438,-1.129,0.0,0.0,0.0,0.0,1,1
35247,1 ,1,41,69,8.0,2.0,0.0,0.0,0.0,0.0,1,1
35256,1 ,1,39,62,4.7,1.0,0.0,0.0,0.0,0.0,1,1
35299,1 ,1,11,14,2.186,0.294,0.0,0.0,0.0,0.0,1,1
35304,1 ,1,45,87,3.0,0.752,0.0,0.0,0.0,0.0,1,1
35305,1 ,1,45,87,3.0,0.752,0.0,0.0,0.0,0.0,1,1
35306,1 ,1,45,87,9.0,2.255,0.0,0.0,0.0,0.0,1,1
35308,1 ,1,31,50,19.234,2.718,0.0,0.0,0.0,0.0,1,1
35349,1 ,1,45,87,10.45,2.126,0.0,0.0,0.0,0.0,1,1
35350,1 ,1,45,87,93.4,0.0,0.0,0.0,0.0,0.0,1,1
35352,1 ,1,45,87,57.24000000000001,11.623999999999999,0.0,0.0,0.0,0.0,1,1
35353,1 ,1,45,87,78.282,15.901999999999997,0.0,0.0,0.0,0.0,1,1
35354,1 ,1,45,87,73.85300000000001,14.995000000000001,0.0,0.0,0.0,0.0,1,1
35355,1 ,1,45,87,63.989999999999995,12.992999999999999,0.0,0.0,0.0,0.0,1,1
35359,1 ,1,45,87,4.46,1.118,0.0,0.0,0.0,0.0,1,1
35361,1 ,1,45,87,30.3,5.7330000000000005,0.0,0.0,0.0,0.0,1,1
35362,1 ,1,45,87,25.799999999999997,6.26,0.0,0.0,0.0,0.0,1,1
35363,1 ,1,45,87,89.27799999999999,16.731,0.0,0.0,0.0,0.0,1,1
35366,1 ,1,45,87,1.08,0.0,0.0,0.0,0.0,0.0,1,1
35368,1 ,1,45,87,81.351,16.516000000000002,0.0,0.0,0.0,0.0,1,1
35369,1 ,1,45,87,4.37,1.096,0.0,0.0,0.0,0.0,1,1
