I,NAME,BASKV,IDE,AREA,ZONE,OWNER,VM,VA,NVHI,NVLO,EVHI,EVLO
5093,ROGERS 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
5095,OVERLA 1,120.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
5102,OBR    2,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
5105,DEBUON 1,69.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
5106,KCL    3,13.8,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5111,WT     2,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5114,BUL    1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5118,TESORO 1,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
5120,HALSBU 1,34.5,2,1,2,1,1.0,0.0,1.1,0.9,1.1,0.9
5125,RUT    1,13.8,2,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5127,OYR    1,132.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5129,TB     1,230.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5132,ES     2,230.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5152,ORME   1,230.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
5155,N_MOSC 1,115.0,1,15,20,1,1.0,0.0,1.1,0.9,1.1,0.9
5158,OD     1,12.47,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5161,MILWAU 2,115.0,1,14,19,1,1.0,0.0,1.1,0.9,1.1,0.9
5175,TRI_GA 1,12.47,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
5189,BAB    1,25.2,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5197,GOW    1,25.2,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5198,MT     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5209,BKTP   1,69.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
5213,LAUREL 1,50.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
5217,RAMSEY 1,69.0,1,43,71,1,1.0,0.0,1.1,0.9,1.1,0.9
5221,TERRE_ 1,115.0,1,15,20,1,1.0,0.0,1.1,0.9,1.1,0.9
5233,ANZ TA 1,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
5244,LX     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5250,WW     2,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5262,PML    1,132.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5271,SHGCKT 1,46.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
5285,ANDER_ 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
5289,SKW161 1,161.0,1,23,25,1,1.0,0.0,1.1,0.9,1.1,0.9
5291,JOR    2,13.8,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5293,SUGARL 1,24.9,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
5295,NVTP   1,138.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
5297,CKD    1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5300,SCOVIL 1,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
5301,W_APAC 1,230.0,1,43,71,1,1.0,0.0,1.1,0.9,1.1,0.9
5305,HERTG_ 1,115.0,1,31,58,1,1.0,0.0,1.1,0.9,1.1,0.9
5317,JVX    1,34.5,2,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5324,GARDIN 1,13.8,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
5327,FAIRWA 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
5330,WEYRHS 1,115.0,1,31,50,1,1.0,0.0,1.1,0.9,1.1,0.9
5346,FRANKL 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
5347,DUWAMI 3,26.0,1,29,38,1,1.0,0.0,1.1,0.9,1.1,0.9
5348,S_BUTT 1,161.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
5350,TUTP   1,138.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
5357,FRCHTN 1,100.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
5371,FC     3,500.0,2,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5373,SEV    1,230.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5376,NOS    1,66.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5387,FALLON 1,60.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
5391,CPP    1,230.0,1,13,12,1,1.0,0.0,1.1,0.9,1.1,0.9
5397,WALNUT 1,230.0,1,12,15,1,1.0,0.0,1.1,0.9,1.1,0.9
5401,DEERPA 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
5404,PEM    1,230.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5409,MONTAS 1,34.5,2,10,13,1,1.0,0.0,1.1,0.9,1.1,0.9
5419,MCGINN 1,12.47,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
5420,KEARNE 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
5427,NINEMI 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
5444,DEFIAN 1,115.0,1,14,19,1,1.0,0.0,1.1,0.9,1.1,0.9
5446,DD     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5447,HENLEY 1,69.0,1,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
5451,KWL    1,138.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5458,LMCTAP 1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
5461,FIELDS 1,115.0,1,31,52,1,1.0,0.0,1.1,0.9,1.1,0.9
5463,FT CHU 2,120.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
5464,ELMR   1,69.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
5466,CRIMSN 1,12.47,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
5475,CSS    3,0.48,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5487,WILAPA 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
5488,FNW    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
5493,DRAIN  1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
5499,SLOAN  1,69.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
5523,YAZZIE 2,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
5526,MD     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5529,BBR    1,25.2,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5535,MEAD_Z 2,287.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
5538,TER_BC 1,25.2,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5549,PEARL  2,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
5552,FRSR   1,345.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
5558,POC    1,69.0,1,13,12,1,1.0,0.0,1.1,0.9,1.1,0.9
5568,TE     3,12.47,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5582,MLE    1,25.2,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5585,HLC    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
5590,PRMA   1,34.5,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
5601,STATEL 2,14.4,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
5602,TARGHE 1,46.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
5603,SYCAN  1,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
5604,CROFT  1,115.0,1,14,19,1,1.0,0.0,1.1,0.9,1.1,0.9
5606,CDS    1,12.47,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5615,GRVE   1,138.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
5622,CLUMBS 1,100.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
5626,STANFR 1,50.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
5629,KERMAC 1,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
5630,HAM_HT 1,69.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
5635,SEL    2,500.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5648,VAL RO 2,13.8,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
5649,THREE_ 1,115.0,1,31,56,1,1.0,0.0,1.1,0.9,1.1,0.9
5650,PCA$   2,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
5654,GRSH   1,230.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
5655,GASKW1 1,34.5,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
5660,JEPSEN 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
5662,PONDER 1,69.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
5666,SUNSE_ 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
5669,MAPLE_ 1,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
5674,WHITMA 1,69.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
5675,WLT    1,230.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5678,FORT_H 1,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
5689,E_COLF 1,115.0,1,15,20,1,1.0,0.0,1.1,0.9,1.1,0.9
5690,FATP   1,46.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
5701,BY     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5704,LBRL   1,59.8,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
5705,BRDY   1,230.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
5713,CEN_LA 1,230.0,1,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
5716,SZM    1,12.7,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5718,SPG_BC 2,230.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5724,MOODY  2,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
5734,PROSPE 1,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
5737,90TH.S 2,46.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
5738,CANAL_ 1,115.0,1,29,38,1,1.0,0.0,1.1,0.9,1.1,0.9
5754,WYO_WA 1,22.0,2,9,10,1,1.0,0.0,1.1,0.9,1.1,0.9
5761,MTSUN_ 1,230.0,2,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
5762,CADA   1,138.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
5774,MEDTAP 1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
5787,PEARL$ 2,115.0,1,14,19,1,1.0,0.0,1.1,0.9,1.1,0.9
5798,AL     2,12.47,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5800,MCM    1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5811,MSA$   1,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
5820,TAP_PB 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
5838,CTR    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
5845,CL12ST 1,115.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
5849,BMW    1,0.4,2,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5851,CSS    4,34.5,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5856,SLF    2,34.5,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5871,TRC63  1,63.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5874,PEN    1,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
5881,BUCKAR 1,69.0,1,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
5883,SLVR P 1,55.0,2,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
5885,CHRIST 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
5903,FALCON 2,345.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
5910,REEDPO 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
5912,COOK   1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
5915,BIGGRA 1,69.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
5928,CONKEL 1,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
5929,LL     2,12.47,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5934,VAIL   1,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
5935,G_COUL 4,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
5937,SP     1,12.47,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5946,FH     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5948,NIC    2,500.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5956,LY     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5959,BLLK   1,230.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
5962,GRA    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
5963,SILVER 1,500.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
5966,KEWA   1,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
5970,NTL_BC 1,12.6,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5975,WHY    2,230.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5978,SKC    1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
5979,READ   1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
5980,BSY    1,16.5,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5981,DGB    2,132.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
5992,STCRUZ 1,115.0,1,13,17,1,1.0,0.0,1.1,0.9,1.1,0.9
5993,VALLEY 1,46.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
5996,TRI    2,23.9,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
6000,HAY_GS 3,13.8,2,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
6004,NFORK  1,115.0,1,14,19,1,1.0,0.0,1.1,0.9,1.1,0.9
6006,KCH    1,138.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
6008,AW     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
6017,CD     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
6022,JOHN_D 2,13.2,2,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6025,VLCNTR 1,34.5,1,45,76,1,1.0,0.0,1.1,0.9,1.1,0.9
6031,SROCKT 1,115.0,1,28,34,1,1.0,0.0,1.1,0.9,1.1,0.9
6036,HGNS   1,115.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
6052,IRRIGO 1,115.0,1,31,58,1,1.0,0.0,1.1,0.9,1.1,0.9
6069,DREXEL 1,13.8,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
6070,FOOTEC 2,230.0,2,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
6076,FM2    2,25.2,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
6082,SAGESO 1,69.0,2,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
6084,UFR    1,66.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
6085,SULTAN 1,115.0,1,31,56,1,1.0,0.0,1.1,0.9,1.1,0.9
6092,LOH    2,12.6,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
6104,CAMPWI 2,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
6105,LA_PIN 1,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6115,MNHM   1,69.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
6118,MT_TUN 1,100.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
6128,KRA_BC 1,63.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
6131,KC     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
6133,RR     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
6137,SDP    1,13.8,2,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
6138,AVOTAP 1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
6144,TOLEDO 1,69.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6146,N_BENC 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6152,N VALM 1,345.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
6156,HOLTER 2,100.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
6171,WS     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
6172,GILAR_ 1,18.0,2,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
6174,VIC_LA 2,500.0,2,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
6184,WQ     1,12.47,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
6186,CLARK$ 2,138.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
6189,HPN    1,1.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
6191,PP     4,1.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
6194,BANDON 1,12.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6196,NHTS   1,69.0,2,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
6201,CBK    2,230.0,2,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
6202,BK     2,230.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
6212,SKPR   1,13.8,2,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
6214,MTF    1,13.8,2,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
6216,MILER_ 2,161.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
6217,YP     2,1.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
6220,BELVIS 1,120.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
6221,CLE    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
6224,LAK_SM 1,230.0,2,13,12,1,1.0,0.0,1.1,0.9,1.1,0.9
6233,NTL    1,115.0,1,13,12,1,1.0,0.0,1.1,0.9,1.1,0.9
6239,MRTAP  1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
6247,INT    3,345.0,1,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
6252,EVERET 1,115.0,1,31,56,1,1.0,0.0,1.1,0.9,1.1,0.9
6275,KELLOG 1,115.0,1,31,56,1,1.0,0.0,1.1,0.9,1.1,0.9
6292,CATR   1,46.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
6294,STELLA 2,12.47,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
6304,SOUTH_ 1,26.0,1,29,38,1,1.0,0.0,1.1,0.9,1.1,0.9
6306,SNN    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
6308,COWLIT 2,230.0,1,14,19,1,1.0,0.0,1.1,0.9,1.1,0.9
6310,ESQ    1,230.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
6328,WARDRE 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
6330,SAL    1,132.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
6332,KTB    1,287.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
6354,TYVALL 1,69.0,1,31,55,1,1.0,0.0,1.1,0.9,1.1,0.9
6375,SILVER 1,69.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6386,MLBA   1,69.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
6387,LENZIE 1,500.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
6389,MONTAS 2,230.0,1,10,13,1,1.0,0.0,1.1,0.9,1.1,0.9
6391,NICKLS 1,115.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
6394,SPENCE 1,138.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
6398,GOLDFE 1,115.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
6420,HARISB 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6439,LAKGRO 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6448,ROTH   1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
6456,MKT_Su 1,34.5,1,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
6467,PTRSNN 1,230.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
6471,REESE  1,60.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
6474,RINGOL 1,13.8,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6475,BEACON 2,230.0,1,15,20,1,1.0,0.0,1.1,0.9,1.1,0.9
6477,KNOX   1,230.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
6482,BH     1,115.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
6487,GLN    2,500.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
6490,JONES  1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
6491,SIGURD 2,345.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
6499,SHEPDS 1,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6500,MCC_LA 1,500.0,1,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
6508,PUNKIN 2,115.0,1,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
6510,RATHDR 1,13.8,2,15,20,1,1.0,0.0,1.1,0.9,1.1,0.9
6513,EMERY$ 2,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
6514,BIGSKY 4,230.0,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
6515,N VAL  2,120.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
6516,BRIDGE 1,50.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
6535,RICE_S 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
6536,NEBO   1,46.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
6537,WCF    1,60.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
6538,HRN_RP 1,12.5,2,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6542,HELNAE 1,69.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
6543,TDALES 3,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6551,MCFLND 1,34.5,1,45,76,1,1.0,0.0,1.1,0.9,1.1,0.9
6553,SPRNGC 1,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6558,CORON_ 2,500.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
6563,BLUEST 1,69.0,1,26,36,1,1.0,0.0,1.1,0.9,1.1,0.9
6579,LIT_GO 2,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6593,CLCK1  1,115.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
6594,STON_C 1,69.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
6597,WAG    1,12.47,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
6599,BLUEWA 1,115.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
6601,VANSYC 1,34.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6602,VLY_bw 1,69.0,1,47,90,1,1.0,0.0,1.1,0.9,1.1,0.9
6606,BBR    2,60.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
6612,WAH    1,60.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
6613,NYE_AU 1,100.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
6618,DZ     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
6619,ROSEMR 1,69.0,1,13,17,1,1.0,0.0,1.1,0.9,1.1,0.9
6622,PAR    1,69.0,1,13,17,1,1.0,0.0,1.1,0.9,1.1,0.9
6623,PMB    1,66.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
6626,PENNY  1,120.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
6627,DOBSON 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
6634,EL BUT 1,115.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
6637,SPD    1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
6646,THOM   1,46.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
6668,OJO    1,345.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
6674,ARIZON 1,12.47,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
6679,CASHIO 2,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
6683,COR_BC 1,63.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
6685,HWD_Su 1,34.5,1,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
6686,AJ     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
6700,CNMH   1,59.8,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
6711,TRYON  1,12.47,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
6715,ROSS   1,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6722,DE_MOS 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6731,JUDGE  1,46.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
6736,AVO    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
6756,DG     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
6757,HARQUH 1,500.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
6759,MCNARY 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
6760,BIGSKY17,34.5,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
