I,J,K,CKT,CW,CZ,CM,MAG1,MAG2,NMETR,NAME,STAT,O1,F1,O2,F2,O3,F3,O4,F4,VECGRP,R1_2,X1_2,SBASE1_2,R2_3,X2_3,SBASE2_3,R3_1,X3_1,SBASE3_1,VMSTAR,ANSTAR,WINDV1,NOMV1,ANG1,RATA1,RATB1,RATC1,COD1,CONT1,RMA1,RMI1,VMA1,VMI1,NTP1,TAB1,CR1,CX1,CNXA1,WINDV2,NOMV2,ANG2,RATA2,RATB2,RATC2,COD2,CONT2,RMA2,RMI2,VMA2,VMI2,NTP2,TAB2,CR2,CX2,CNXA2,WINDV3,NOMV3,ANG3,RATA3,RATB3,RATC3,COD3,CONT3,RMA3,RMI3,VMA3,VMI3,NTP3,TAB3,CR3,CX3,CNXA3
16609,79221,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.019,0.0581,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,135.94,135.94,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
1309,21677,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.041334,0.826773,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.031746,0.0,0.0,28.52,28.52,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
1309,70096,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.041334,0.826773,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.038246,0.0,0.0,9.51,9.51,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
147217,15994,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0157,0.3148,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,52.28,52.28,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
97419,87712,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.015,0.3016,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,52.28,52.28,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
100761,50508,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0109,0.219,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,83.18,83.18,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
97571,50508,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0133,0.218,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,83.18,83.18,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
42344,48103,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0263,0.526,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,25.29,25.29,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
42344,48103,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0257,0.515,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,25.57,25.57,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
42344,10256,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.00962,0.192105,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,54.18,72.06,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
19815,24916,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.009893,0.24801,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,0.984848,0.0,0.0,63.21,63.21,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
19815,24916,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.009408,0.237632,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,0.984848,0.0,0.0,63.21,63.21,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
1403,142108,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0526,1.052,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,15.97,15.97,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
174111,60468,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.00061,0.02122,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,203.43,203.43,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
113532,162562,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.00041,0.01467,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,203.43,203.43,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
94093,131972,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.078182,1.564355,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,0.990476,0.0,0.0,9505.05,9505.05,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
65584,107037,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.13924,2.786116,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,0.990476,0.0,0.0,2.85,2.85,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
92986,3514,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0486,0.975,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,24.72,24.72,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
27826,3514,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0147,0.2956,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,52.6,52.6,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
115326,3514,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0526,1.054,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,24.72,24.72,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
57,63434,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.006,0.2,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,72.81,72.81,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
1777,110879,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.02,0.5,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,31.61,31.61,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
1777,123935,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0175,0.4395,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,31.61,31.61,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
1777,123935,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.02,0.5,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,31.61,31.61,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
1580,67977,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0625,1.25,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,9505.05,9505.05,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
24322,106778,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0069,0.2436,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,103.62,103.62,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
24322,106778,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0068,0.2404,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,103.62,103.62,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
3936,33469,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.046595,1.164866,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.031746,0.0,0.0,19.01,19.01,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
123840,25876,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.02,0.5,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,11.98,11.98,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
3647,148545,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0028,0.0981,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,169.3,169.3,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
3647,92774,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0031,0.1085,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,9505.05,9505.05,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
39263,104654,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0095,0.19,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,95.06,95.06,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
39263,104654,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0095,0.19,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,95.06,95.06,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
31079,88878,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0036,0.0902,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,75.29,75.29,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
31079,88878,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0037,0.0937,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,75.29,75.29,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
31079,88878,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0036,0.0907,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,75.29,75.29,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
81883,46309,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0351,0.2106,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,9505.05,9505.05,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
124687,40046,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0076,0.1889,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,95.06,95.06,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
136790,40046,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0076,0.1889,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,95.06,95.06,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
101214,57861,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0071,0.25,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,106.47,106.47,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
110091,57861,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0071,0.25,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,106.47,106.47,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
77964,57861,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.007,0.2476,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,106.47,106.47,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
76241,5716,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.008071,0.162412,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.007937,0.0,0.0,0.86,0.86,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
66300,99778,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0077,0.2707,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,84.7,84.7,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
66300,2909,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0156,0.5492,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,37.55,37.55,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
66300,29158,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0152,0.5329,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,37.55,37.55,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
76016,143270,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0022,0.08,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,15.78,15.78,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
19423,5538,0,1 ,1,1,1,0.0,0.0,2,            ,1,1,1.0,0,0.0,0,0.0,0,0.0,            ,0.0242,0.484,100.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,31.37,31.37,9999.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,0.9,1.1,0.9,33,0,0.0,0.0,0
